,count,mean,std,min,25%,50%,75%,max
Inc,1655.0,0.0016179075605542677,0.000132792423740701,0.0012701682734360294,0.001526608085189239,0.0016120405865141432,0.0017114233628809498,0.0020367711687489737
PrevA,1655.0,0.0009344110952618014,1.6810655274540082e-17,0.0009344110952618011,0.0009344110952618012,0.0009344110952618012,0.0009344110952618012,0.0009344110952618013
PrevS,1655.0,0.000311470365087267,4.5553831463070294e-18,0.00031147036508726695,0.000311470365087267,0.000311470365087267,0.000311470365087267,0.00031147036508726706
PrevC,1655.0,0.000311470365087267,4.660873847966461e-18,0.00031147036508726657,0.00031147036508726695,0.000311470365087267,0.00031147036508726706,0.0003114703650872676
MorUt,1655.0,0.0001639919768411993,5.278553156592869e-05,6.44677573181334e-05,0.00012340518818766374,0.0001569509633018429,0.00020018178595816665,0.0003058387962583183
DelayPat,1655.0,0.22031536443012767,0.013852805064923599,0.18205971640641558,0.21054231189207379,0.22036661355309478,0.23054604326811634,0.259134696079917
DelaySys,1655.0,0.2327572761098522,0.01361870914587411,0.19393190791921308,0.2231032566331883,0.23373465405627175,0.24337984812260804,0.2685085357507009
DelayTot,1655.0,0.4530726405399799,0.02725788110757237,0.37599162432562866,0.433419876302346,0.453990680319584,0.4740506797682891,0.5276432318306179
DropDieA,1655.0,0.042010113080532416,0.02525981726070888,6.636918188775924e-05,0.020422662007200894,0.04114158942384542,0.06101793016816173,0.10766303652873685
DropDieS,1655.0,0.02788288389210893,0.005333103593820931,0.016137946360246888,0.023517812722024235,0.02793186881661383,0.0319269384016561,0.04195532980819851
DropDieC,1655.0,0.027216603495736458,0.00517913492051038,0.015867878299944845,0.022920818556113588,0.027241654343388953,0.03122807271001888,0.04096853684989533
DropDieT,1655.0,0.03259951118499143,0.0027548530676900188,0.025038810118565385,0.030572738587305946,0.03247251723723636,0.03447745004251724,0.042892982963826196
DropSelfCureA,1655.0,0.1099839362402106,0.027163200495046797,0.05620678829318463,0.08791337478142547,0.1099735187213319,0.13264004811260016,0.16869398721368603
DropSelfCureS,1655.0,0.036295675122041314,0.008968291451471717,0.01856791102544401,0.028999692840023537,0.036290455653467314,0.043782267552618395,0.05564293663019661
DropSelfCureC,1655.0,0.03543438006327815,0.00875331404955491,0.01827351217407479,0.028403311078447603,0.035395713565215446,0.042720716451633646,0.05423671062405521
DropLTFU,1655.0,0.17792052194014374,0.021818064723873716,0.1318084044922279,0.16278941836550917,0.17514039522409697,0.190143578507264,0.28930082041814054
p_a2die,1655.0,0.042010113080532416,0.02525981726070888,6.636918188775924e-05,0.020422662007200894,0.04114158942384542,0.06101793016816173,0.10766303652873685
p_a2sc,1655.0,0.1099839362402106,0.027163200495046797,0.05620678829318463,0.08791337478142547,0.1099735187213319,0.13264004811260016,0.16869398721368603
p_a2s,1655.0,0.8480059506792571,0.033458858312984265,0.7541629626859149,0.8245336216083676,0.8464380882056036,0.8714093429692376,0.9385989045697664
p_s2die,1655.0,0.03290927906221086,0.006284121340358565,0.019464175872252576,0.02756479668324423,0.032845248569434146,0.03785502283780248,0.04758711595890979
p_s2sc,1655.0,0.043146396645926975,0.011776969774223928,0.020731275097926983,0.033424695691009226,0.043061509887770695,0.053008594611625326,0.07090610754987943
p_s2e,1655.0,0.4456436220111536,0.10437842764365776,0.1330782593799466,0.3761010775165168,0.45692780469520516,0.5249147332885193,0.6674906424106899
p_s2tu,1655.0,0.3949397052424097,0.09772440443615465,0.21530290316970996,0.3154327298233356,0.3847770805702632,0.46184731088568415,0.6925766109533994
p_s2ti,1655.0,0.08336099703829888,0.02048576795283153,0.026931318100458648,0.06823927600473143,0.08585325779521938,0.10015901837635975,0.12017990186093326
p_c2die,1655.0,0.07797595035909048,0.030700010189599548,0.031927096760062425,0.05737090203257993,0.07175880548896334,0.09099399478474626,0.2667680546074611
p_c2sc,1655.0,0.10206927556412214,0.045044252695461806,0.03491556845203964,0.0718695263292645,0.09363607627596429,0.12134607278364115,0.4497444450189834
p_c2tu,1655.0,0.671833166964714,0.05390365315565627,0.33510406509163426,0.6425046604585054,0.6734645097877358,0.7064884633491828,0.8187850136397627
