,count,mean,std,min,25%,50%,75%,max
Inc,1954.0,0.002660520734876957,0.00024011524924677922,0.002009982603107626,0.002495041421514929,0.0026495446331643666,0.0028173097084276855,0.003560401331230285
PrevA,1954.0,0.0013841264310434003,2.494320273772058e-17,0.0013841264310433998,0.0013841264310434,0.0013841264310434,0.0013841264310434,0.0013841264310434003
PrevS,1954.0,0.0001258296755494049,4.392161370410255e-18,0.00012582967554940487,0.0001258296755494049,0.0001258296755494049,0.0001258296755494049,0.00012582967554940493
PrevC,1954.0,0.0006291483777470246,1.1816710397296556e-17,0.000629148377747024,0.0006291483777470245,0.0006291483777470246,0.0006291483777470247,0.0006291483777470251
MorUt,1954.0,0.0002190530271382988,7.411932601275448e-05,8.053068805179107e-05,0.00016259612632210505,0.00021101079540887188,0.00026922581792565895,0.0004223188894859176
DelayPat,1954.0,0.05401731633832447,0.00454493952300858,0.039658100649855435,0.050811201310480246,0.054120110992431344,0.057030869764520056,0.06790082040001345
DelaySys,1954.0,0.27003220798660194,0.022799882708753477,0.19835508981355182,0.25399040399326767,0.2705999971222683,0.28548312459749814,0.3383265443863842
DelayTot,1954.0,0.3240495243249264,0.027339684459932057,0.23801319046340724,0.30483349677321003,0.3247983033232257,0.3424127174765058,0.40622736478639765
DropDieA,1954.0,0.03831786537949415,0.022916637143037825,5.865699124778376e-05,0.019234568889952335,0.037081584105775764,0.05501477491700936,0.10524339545765633
DropDieS,1954.0,0.006977411096425964,0.00136796759015627,0.0039491279749800275,0.005885033559855237,0.0069379001237617555,0.00801519773835329,0.01121193652623624
DropDieC,1954.0,0.03421912329565262,0.00670748467762234,0.01944040353233948,0.028839645577709662,0.03402894638918298,0.03928852250270695,0.05497516610834612
DropDieT,1954.0,0.026390643317166482,0.0031286934167598936,0.01608653463603161,0.024296066571016097,0.026523130886530744,0.02856898385298049,0.034841563018240373
DropSelfCureA,1954.0,0.1014593629692665,0.026053633571397245,0.04558189264314121,0.07996959426714499,0.10212541824059823,0.12181398550979133,0.1642000067347416
DropSelfCureS,1954.0,0.00920090844739978,0.0023624956313468663,0.004135566564975758,0.007250635248484454,0.009261299888841654,0.011045942821210282,0.014886034738524434
DropSelfCureC,1954.0,0.04512581596808638,0.011593234410365643,0.02008985046630099,0.03556584826387365,0.045471836257985995,0.05418537066001709,0.07304372356149741
