State,Region,Year,Index,Observed
Jharkhand,Eastern,2020,OnPriDrugM,2.61e-4
Jharkhand,Eastern,2020,OnPriDrugL,2.14e-4
Jharkhand,Eastern,2020,OnPriDrugU,3.57e-4
Karnataka,Southern,2020,PrevA,0.0012243845856424796
Karnataka,Southern,2020,PrevS,7.732955277741977e-4
Karnataka,Southern,2020,PrevC,4.51089057868282e-4
Karnataka,Southern,2020,PrevTxPri,6.444129398118315e-5
Karnataka,Southern,2020,OnPriDrugM,2.07e-4
Karnataka,Southern,2020,OnPriDrugL,1.5e-4
Karnataka,Southern,2020,OnPriDrugU,2.85e-4
Kerala,Southern,2020,PrevA,0.00077399380804953565
Kerala,Southern,2020,PrevS,8.599931200550395e-5
Kerala,Southern,2020,PrevC,1.719986240110079e-4
Kerala,Southern,2020,PrevTxPri,0
Kerala,Southern,2020,OnPriDrugM,1.27e-4
Kerala,Southern,2020,OnPriDrugL,9.53e-5
Kerala,Southern,2020,OnPriDrugU,1.81e-4
Madhya_Pradesh,Central,2020,PrevA,0.0028583095140873828
Madhya_Pradesh,Central,2020,PrevS,5.24995625036458e-4
Madhya_Pradesh,Central,2020,PrevC,1.7499854167881933e-4
Madhya_Pradesh,Central,2020,PrevTxPri,1.7499854167881933e-4
Madhya_Pradesh,Central,2020,OnPriDrugM,3.46e-4
Madhya_Pradesh,Central,2020,OnPriDrugL,2.82e-4
Madhya_Pradesh,Central,2020,OnPriDrugU,4.75e-4
Maharashtra,Western,2020,PrevA,8.488964346349745e-4
Maharashtra,Western,2020,PrevS,2.938487658351835e-4
Maharashtra,Western,2020,PrevC,2.938487658351835e-4
Maharashtra,Western,2020,PrevTxPri,3.5914849157633535e-4
Maharashtra,Western,2020,OnPriDrugM,3.87e-4
Maharashtra,Western,2020,OnPriDrugL,2.95e-4
Maharashtra,Western,2020,OnPriDrugU,5.26e-4
Manipur,Northeastern,2020,PrevA,0.001377151799687011
Manipur,Northeastern,2020,PrevS,4.381846635367762e-4
Manipur,Northeastern,2020,PrevC,4.381846635367762e-4
Manipur,Northeastern,2020,PrevTxPri,1.2519561815336463e-4
Manipur,Northeastern,2020,OnPriDrugM,2.36e-4
Manipur,Northeastern,2020,OnPriDrugL,1.84e-4
Manipur,Northeastern,2020,OnPriDrugU,3.17e-4
Meghalaya,Northeastern,2020,PrevA,0.001377151799687011
Meghalaya,Northeastern,2020,PrevS,4.381846635367762e-4
Meghalaya,Northeastern,2020,PrevC,4.381846635367762e-4
Meghalaya,Northeastern,2020,PrevTxPri,1.2519561815336463e-4
Meghalaya,Northeastern,2020,OnPriDrugM,2.36e-4
Meghalaya,Northeastern,2020,OnPriDrugL,1.84e-4
Meghalaya,Northeastern,2020,OnPriDrugU,3.17e-4
Nagaland,Northeastern,2020,PrevA,0.001377151799687011
Nagaland,Northeastern,2020,PrevS,4.381846635367762e-4
Nagaland,Northeastern,2020,PrevC,4.381846635367762e-4
Nagaland,Northeastern,2020,PrevTxPri,1.2519561815336463e-4
Nagaland,Northeastern,2020,OnPriDrugM,2.36e-4
Nagaland,Northeastern,2020,OnPriDrugL,1.84e-4
Nagaland,Northeastern,2020,OnPriDrugU,3.17e-4
Odisha,Eastern,2020,PrevA,0.0020464963981663394
Odisha,Eastern,2020,PrevS,1.6371971185330714e-4
Odisha,Eastern,2020,PrevC,3.274394237066143e-4
Odisha,Eastern,2020,PrevTxPri,0
Odisha,Eastern,2020,OnPriDrugM,1.07e-4
Odisha,Eastern,2020,OnPriDrugL,8.24e-5
Odisha,Eastern,2020,OnPriDrugU,1.56e-4
Punjab,Northern,2020,PrevA,0.0016775212157094928
Punjab,Northern,2020,PrevS,1.9735543714229328e-4
Punjab,Northern,2020,PrevC,1.9735543714229328e-4
Punjab,Northern,2020,PrevTxPri,2.960331557134399e-4
Punjab,Northern,2020,OnPriDrugM,2.66e-4
Punjab,Northern,2020,OnPriDrugL,2.18e-4
Punjab,Northern,2020,OnPriDrugU,3.52e-4
Rajasthan,Northern,2020,PrevA,0.0019401330376940134
Rajasthan,Northern,2020,PrevS,6.236141906873614e-4
Rajasthan,Northern,2020,PrevC,0.001385809312638581
Rajasthan,Northern,2020,PrevTxPri,0.0012472283813747228
Rajasthan,Northern,2020,OnPriDrugM,4.59e-4
Rajasthan,Northern,2020,OnPriDrugL,3.65e-4
Rajasthan,Northern,2020,OnPriDrugU,6.15e-4
Tamil_Nadu,Southern,2020,PrevA,0.0011761630946157868
Tamil_Nadu,Southern,2020,PrevS,0.0010890399024220247
Tamil_Nadu,Southern,2020,PrevC,6.098623453563339e-4
Tamil_Nadu,Southern,2020,PrevTxPri,8.712319219376198e-5
Tamil_Nadu,Southern,2020,OnPriDrugM,2.12e-4
Tamil_Nadu,Southern,2020,OnPriDrugL,1.6e-4
Tamil_Nadu,Southern,2020,OnPriDrugU,2.87e-4
Telangana,Southern,2020,PrevA,0.0010319156777474755
Telangana,Southern,2020,PrevS,6.633743642662343e-4
Telangana,Southern,2020,PrevC,8.107908896587307e-4
Telangana,Southern,2020,PrevTxPri,3.6854131348124124e-4
Telangana,Southern,2020,OnPriDrugM,2.63e-4
Telangana,Southern,2020,OnPriDrugL,1.95e-4
Telangana,Southern,2020,OnPriDrugU,3.68e-4
Uttar_Pradesh,Northern,2020,PrevA,0.002553303500921295
Uttar_Pradesh,Northern,2020,PrevS,8.42326928138984e-4
Uttar_Pradesh,Northern,2020,PrevC,7.633587786259542e-4
Uttar_Pradesh,Northern,2020,PrevTxPri,8.160042116346406e-4
Uttar_Pradesh,Northern,2020,OnPriDrugM,6.44e-4
Uttar_Pradesh,Northern,2020,OnPriDrugL,5.32e-4
Uttar_Pradesh,Northern,2020,OnPriDrugU,8.89e-4
Uttarakhand,Northern,2020,PrevA,0.0018100807574491784
Uttarakhand,Northern,2020,PrevS,1.392369813422445e-4
Uttarakhand,Northern,2020,PrevC,6.961849067112225e-4
Uttarakhand,Northern,2020,PrevTxPri,8.35421888053467e-4
Uttarakhand,Northern,2020,OnPriDrugM,6.15e-4
Uttarakhand,Northern,2020,OnPriDrugL,4.97e-4
Uttarakhand,Northern,2020,OnPriDrugU,8.41e-4
West_Bengal,Eastern,2020,PrevA,0.001303240329364374
West_Bengal,Eastern,2020,PrevS,2.3695278715715894e-4
West_Bengal,Eastern,2020,PrevC,1.7771459036786921e-4
West_Bengal,Eastern,2020,PrevTxPri,5.9238196789289736e-5
West_Bengal,Eastern,2020,OnPriDrugM,1.63e-4
West_Bengal,Eastern,2020,OnPriDrugL,1.26e-4
West_Bengal,Eastern,2020,OnPriDrugU,2.25e-4
