,count,mean,std,min,25%,50%,75%,max
Inc,1998.0,0.0020032209618077285,0.00015485239814537718,0.0015918982960318993,0.0018908028852293516,0.002000854025700989,0.0021131872417207887,0.0025286239121746147
PrevA,1998.0,0.0012317994354376998,4.880167488870224e-17,0.0012317994354376998,0.0012317994354377,0.0012317994354377,0.0012317994354377,0.0012317994354377002
PrevS,1998.0,0.00042218232472834936,9.760390521612635e-19,0.0004221823247283494,0.0004221823247283495,0.0004221823247283495,0.0004221823247283495,0.00042218232472834963
PrevC,1998.0,0.0003556178337124781,8.458299494779029e-18,0.0003556178337124775,0.000355617833712478,0.00035561783371247804,0.0003556178337124781,0.0003556178337124786
MorUt,1998.0,0.00021001474182513784,6.808035812960346e-05,8.279412508694804e-05,0.00015655592730058648,0.00020346385613320307,0.0002574869965453482,0.0003930053726777885
DelayPat,1998.0,0.24375950926041356,0.012702487063814067,0.20232435019612874,0.23502551922773338,0.24359885369705186,0.25245842692366366,0.2836265551194074
DelaySys,1998.0,0.21988683695079211,0.010846649455716981,0.1782508883692687,0.21254325833663112,0.21999327610324512,0.2273053506509925,0.253668768093641
DelayTot,1998.0,0.46364634621120565,0.023258445744420264,0.3814909260713074,0.44718431181242285,0.46389721281665175,0.47981022559122316,0.5371217808547462
DropDieA,1998.0,0.044852057878957116,0.026374933728218752,5.6842061605834185e-06,0.022997869098822094,0.044127022959625346,0.0648310360684025,0.12233139733659815
DropDieS,1998.0,0.030379237410018144,0.005666124478742864,0.017620684168610765,0.02554681724472411,0.03029172568998923,0.03485138202544028,0.04788806351354139
DropDieC,1998.0,0.025074112606465082,0.004682127846725033,0.014232363939404932,0.021097734717033204,0.024992346432571644,0.02881367689049141,0.03936673962355317
DropDieT,1998.0,0.03317341867146429,0.003790788157500984,0.02201683574505323,0.03075801794303419,0.03323503750417385,0.03585778734122063,0.04328151685910988
DropSelfCureA,1998.0,0.11915075766141399,0.028802718159758867,0.060185413166362084,0.09440662574382139,0.12049305301817939,0.14365430612090838,0.17880533838825227
DropSelfCureS,1998.0,0.040387160342637604,0.009769893621881649,0.020404596452568438,0.03200386640063388,0.04082165986538623,0.04870724197087628,0.06058691665628351
DropSelfCureC,1998.0,0.03333445161796913,0.008069875560800431,0.016726010521813685,0.02639570908306191,0.033662679740271866,0.04017454586735729,0.04983629760552435
DropLTFU,1998.0,0.13999144059691274,0.021688478250756975,0.10135050511111258,0.12620809172810604,0.13560161121598796,0.14817491032567023,0.2658619156521088
