"prv0","adr","p_pub","p_ppm","r_sym","r_aware","r_acf","r_det_all","r_sc","txi_pri","ppv_pri","dur_pri","p_pri_on_pub","ra","rs","rc","r_det","a0","c0","pr_a","pr_s","pr_c","prv_a","prv_s","prv_c","prv_t_eu","prv_t_ei","prv_t_pri","det_pub","det_eng","det_pri","scale_dur","r_death_a","r_death_s","ppv_pub","ppv_eng","sens_acf","spec_acf","dur_pub"
0.00283553882552665,0.0453765953272776,0.630058777810345,0.692188566279128,0.783537328602823,2.24690217938956,0.00367506433958307,2.51253833327009,0.121996173869238,0.055929662337784,0.298341557708183,0.739279548121425,0.254853977958059,0.124568718906946,0.244568718906946,0.244568718906946,3.04213094754054,3.12186058490796,0.828586105862383,0.630621998359943,0.202001973249083,0.167376028390975,0.00178815316058082,0.000572784437980768,0.000474601226965058,0.000191557708068837,0.000374592440770604,1.41422987853577e-05,0.630058777810345,0.256069084195006,0.113872137994649,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.0028318660890574,0.0456888439703154,0.707174465362111,0.98294363287394,0.773564018922546,2.2244884976375,0.00367936245970477,2.507372595045,0.10707655895241,0.745323276079617,0.414331255508516,1.23635531206011,0.613677807457375,0.109652112674204,0.229652112674204,0.229652112674204,2.71376191463642,3.11344854133208,0.826536935653548,0.630254594034131,0.202429744917023,0.167315661048846,0.0017847966123179,0.000573253930047058,0.000473815546692448,0.000461672439666475,0.000113489000104724,4.29740792991322e-06,0.707174465362111,0.28783099481522,0.00499453982266875,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283281808996704,0.0460163147509454,0.690881446531344,0.908911451816422,0.82344968474778,2.30178186912146,0.00366617219643928,2.51885290373386,0.189826141274017,0.268025827660292,0.314890952356432,1.12110225756283,0.576684626840168,0.192392461811525,0.312392461811525,0.312392461811525,2.77908856812444,3.11877952442068,0.826424623305188,0.630667497489442,0.202216120938074,0.167116381572484,0.00178656629564233,0.000572841485476339,0.000473410308848368,0.000433238721336906,0.00013768396253134,9.8818448065288e-06,0.690881446531344,0.280961393216589,0.0281571602520677,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283505952871394,0.0462619625463787,0.658923561790294,0.785991901007802,0.865631579781821,2.36890771217652,0.00366783015799563,2.52710019961093,0.253640058402043,0.191612643019069,0.179337993428391,0.998679155710934,0.498532135674475,0.25620753951264,0.37620753951264,0.37620753951264,2.90028783143378,3.1177851549998,0.829145872144384,0.630246336140988,0.202145531141009,0.167608132718002,0.00178678588071356,0.00057309461424826,0.000475179033752123,0.00037429055024807,0.000184044745008192,2.16579066090742e-05,0.658923561790294,0.268083318057417,0.072993120152289,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283123220159116,0.0455101428546404,0.56400785197501,0.526561825934612,0.881511806821946,2.43340590287051,0.0036737540523665,2.63134811212783,0.237243780273214,0.187199542724016,0.47300103591481,1.20001909887296,0.490454623135831,0.239815408109871,0.359815408109871,0.359815408109871,3.40591428145511,3.11704409046077,0.826100559405387,0.630579178083565,0.202300371692962,0.167120450223474,0.00178531607464308,0.000572759326730975,0.000473156800217111,0.000368875918512245,0.000154472923206624,5.77149133115185e-05,0.56400785197501,0.229576821557192,0.206415326467798,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283428342791584,0.0454221002620242,0.671178765849752,0.831243799396843,0.887124439545953,2.39168654393464,0.00367291792631893,2.51800661257881,0.297729618024378,0.137721491426205,0.54666198406995,1.24644556178503,0.606604027058104,0.300300660572801,0.420300660572801,0.420300660572801,2.85760514932592,3.11857613308613,0.826747831662355,0.630611089448563,0.202211221575826,0.16717768897561,0.00178733056028401,0.000573123914250982,0.000473828953380841,0.000456406239545396,0.000114614171622125,9.21385365812284e-06,0.671178765849752,0.273330611997411,0.0554906221528368,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283250608190372,0.0453916448999078,0.639359282849011,0.721276745624041,0.792218515745817,2.27388922948159,0.00366619362676448,2.54211980877436,0.12524294564288,0.142534580156392,0.387194701393084,0.702434051958336,0.0732122216997056,0.127809281181615,0.247809281181615,0.247809281181615,3.00411961113224,3.12578766659099,0.82851455846511,0.630923896968275,0.201844771387292,0.167231331644433,0.00178709577538103,0.000571726542554969,0.000473683763967714,5.5094336419783e-05,0.000491773896848611,3.30579982227065e-05,0.639359282849011,0.260121762806186,0.100518954344804,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283304139898988,0.04558146409523,0.702645221257291,0.961618256730023,0.781302229313509,2.23103373914837,0.00368632613571183,2.50291253414851,0.121402824713489,0.254567085413271,0.586125425498223,0.899005269572719,0.483572442162182,0.123983253008488,0.243983253008488,0.243983253008488,2.72887490698802,3.10946959692699,0.825906752169306,0.630036977321163,0.202618793232072,0.167344229446765,0.0017849208396453,0.00057402742943983,0.000474093129904745,0.000363651380013094,0.00021197364917604,4.71733345361281e-06,0.702645221257291,0.285941783964905,0.0114129947778035,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283146185389464,0.0457247675774242,0.683064880872484,0.875330062579542,0.810802740572466,2.31421129493721,0.00366504685520196,2.56817598077412,0.146377080088221,0.634639041652967,0.0593191168774803,0.784871566548827,0.214603726236395,0.148942612886862,0.268942612886862,0.268942612886862,2.81166204605716,3.12952708874059,0.829052236668496,0.631133815426539,0.201670667014589,0.167195517558872,0.00178703132308322,0.000571022800701295,0.000473407730110118,0.000161081205592222,0.000370543826476385,4.82355562227022e-05,0.683064880872484,0.277422837659543,0.0395122814679726,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00282947642104257,0.0455997702846687,0.662951603365613,0.800841261613773,0.801551834687329,2.27526800532451,0.00366800850137024,2.52535192469823,0.147316040019881,0.134228530946984,0.809793369745233,0.936105923574054,0.478459071604304,0.14988364597084,0.26988364597084,0.26988364597084,2.89681272021312,3.11839081746437,0.827479772050693,0.630503924642744,0.202188872899331,0.167307202457925,0.00178399598815145,0.00057208864846583,0.000473391784425294,0.000360013968729552,0.000205342463825183,1.4865790155552e-05,0.662951603365613,0.269922263185582,0.0671261334488052,1,0,0.12,0.85,0.85,0.7,0.99,0.5
