State,prv0_m,prv0_l,prv0_u,adr_m,adr_l,adr_u,p_pub_m,p_pub_l,p_pub_u,p_ppm_m,p_ppm_l,p_ppm_u,r_sym_m,r_sym_l,r_sym_u,r_aware_m,r_aware_l,r_aware_u,r_acf_m,r_acf_l,r_acf_u,r_det_all_m,r_det_all_l,r_det_all_u,r_sc_m,r_sc_l,r_sc_u,txi_pri_m,txi_pri_l,txi_pri_u,ppv_pri_m,ppv_pri_l,ppv_pri_u,dur_pri_m,dur_pri_l,dur_pri_u,p_pri_on_pub_m,p_pri_on_pub_l,p_pri_on_pub_u,ra_m,ra_l,ra_u,rs_m,rs_l,rs_u,rc_m,rc_l,rc_u,r_det_m,r_det_l,r_det_u,a0_m,a0_l,a0_u,c0_m,c0_l,c0_u,pr_a_m,pr_a_l,pr_a_u,pr_s_m,pr_s_l,pr_s_u,pr_c_m,pr_c_l,pr_c_u,prv_a_m,prv_a_l,prv_a_u,prv_s_m,prv_s_l,prv_s_u,prv_c_m,prv_c_l,prv_c_u,prv_t_eu_m,prv_t_eu_l,prv_t_eu_u,prv_t_ei_m,prv_t_ei_l,prv_t_ei_u,prv_t_pri_m,prv_t_pri_l,prv_t_pri_u,det_pub_m,det_pub_l,det_pub_u,det_eng_m,det_eng_l,det_eng_u,det_pri_m,det_pri_l,det_pri_u,prv_t_pub_m,prv_t_pub_l,prv_t_pub_u,scale_dur_m,scale_dur_l,scale_dur_u,r_death_a_m,r_death_a_l,r_death_a_u,r_death_s_m,r_death_s_l,r_death_s_u,ppv_pub_m,ppv_pub_l,ppv_pub_u,ppv_eng_m,ppv_eng_l,ppv_eng_u,sens_acf_m,sens_acf_l,sens_acf_u,spec_acf_m,spec_acf_l,spec_acf_u,dur_pub_m,dur_pub_l,dur_pub_u
Himachal Pradesh,0.0017833737193329673,0.001103645875279221,0.0026181965504042943,0.08549335461494093,0.07816219460866917,0.0926507751331329,0.8261066373808871,0.5493117221940053,0.9089294255724994,0.5621444176776759,0.1171454548241746,0.9585148087873946,1.6429620623112893,0.9496864596599859,2.7904018440064133,22.077403496917505,3.6975775282724173,86.9927949421264,0.010989820116531613,0.010332379501839652,0.01161270133289385,4.01507676260412,1.7234540090991892,9.158497588051812,0.20120093816008067,0.1057882709073611,0.2941722199838834,0.42020691753934347,0.020580872809565928,0.9632009823039361,0.5122070431916681,0.13120990676605093,0.8355910104433553,0.8910301852384181,0.24064087831755213,1.4661099533043942,0.7272287945931502,0.24437672882585793,0.9892396485481552,0.2088938122416528,0.1135423597214935,0.3018924591044603,0.3288938122416528,0.23354235972149348,0.42189245910446027,0.3288938122416528,0.23354235972149348,0.42189245910446027,4.621877466103984,1.8819137052821189,11.059783017705646,15.04467532807228,2.165718385965949,61.65197057225431,6.202953277690649,0.7311526775986842,26.181480059857314,0.6420824861892208,0.4424997284271682,0.8245652950574943,0.09088591819433278,0.011164290854052782,0.23882464785170704,0.26703159561644635,0.11155239040869927,0.4651741404702621,0.0011449328688075907,6.289727547988365e-4,0.0018318851626519955,1.6199687237404735e-4,1.967911859430068e-5,4.56359844773672e-4,4.764439781513205e-4,1.7520229398857828e-4,9.304116910059211e-4,2.1703243779996032e-4,7.187102138882469e-5,2.9567474203207023e-4,5.056319841060611e-5,1.8885219334004165e-6,1.4796559434069177e-4,9.108644773830433e-5,7.409047530307784e-6,1.7843557841764102e-4,0.8261066373808871,0.5493117221940053,0.9089294255724994,0.0792259748701509,0.052513043155260904,0.08788845829705529,0.09466738774896208,0.0038108677702176617,0.39839491243568687,9.328345072004396e-4,9.253721328342338e-4,9.40586445073254e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Jammu & Kashmir,0.0017855486458842858,0.0011363242348015519,0.0026290460510639702,0.09791896537109032,0.09327614212963296,0.09995160745809224,0.7441630540287204,0.41586301302132195,0.8946627786129526,0.39547632321531256,0.07506390927397243,0.8947858147238018,0.734776294447278,0.4172387632298413,1.2583285891668827,8.818797890963298,1.5937409285890805,34.05745963094843,0.002019889166627009,0.0018667893236245633,0.002169699087133496,1.5841530817504441,0.6759576858707907,3.5696248758560967,0.1991758795063164,0.1046381538142192,0.29632740956189296,0.5079036164185285,0.041204919991910456,0.9736612482170671,0.4848388973834027,0.12643163206807953,0.8320950585081971,0.7717569353445688,0.15053958542578932,1.451458331415438,0.6129266953168713,0.060463146666493224,0.9866146919443847,0.2005898019229553,0.10606368757858846,0.2977226568218904,0.3205898019229553,0.22606368757858847,0.41772265682189047,0.3205898019229553,0.22606368757858847,0.41772265682189047,2.081324028833695,0.8219192705557211,5.022533528927785,13.607845412273777,2.127446728550104,58.80271809905535,5.758989687574737,0.6995123559333427,24.328790708232486,0.639800910979153,0.43965146007666134,0.8239744817263713,0.09136047574520444,0.01233561236409713,0.23921851403389102,0.26883861327564246,0.10955541615906993,0.46262319301415317,0.0011439020351567762,6.326159479225803e-4,0.0018476244940210688,1.625603730303543e-4,2.133573190618278e-5,4.5035134562922406e-4,4.790862376971465e-4,1.7990068341070575e-4,9.215318166153202e-4,6.446968602136318e-5,6.391481852879778e-6,1.0384482289777976e-4,3.873518667711163e-5,7.741314892009964e-7,1.647536318783995e-4,1.4784168288525657e-4,2.2031680532322728e-5,2.3069030891810353e-4,0.7441630540287204,0.41586301302132195,0.8946627786129526,0.07797298670359386,0.04356349094900639,0.09406335833672369,0.17786395926768575,0.011061136016899845,0.540299701873329,3.3685568434658884e-4,3.3372919021288955e-4,3.400871048553735e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Jharkhand,0.003209375787884476,0.0022989481841349285,0.004273408246973727,0.014474872083162175,0.010426180117792483,0.018442782362852888,0.6029471454468813,0.3075411311792394,0.7083150032041341,0.6611393040303963,0.17855316936470336,0.976282158714129,0.6995276818772582,0.46635765604360807,1.0477762049229953,1.5517139569934857,0.8380768661675106,2.752718694226564,0.004828854652484916,0.004525840547182343,0.005108845782247668,7.208283106735746,2.0580612321019647,22.66482672682498,0.20019422427691258,0.10518965860215203,0.2940733213378694,0.43247649785587533,0.015036130959622898,0.9643518591304174,0.5159368901194311,0.12679533540766813,0.8333629123684715,0.9241093242784949,0.2650600759087786,1.4695983741028085,0.6815438958634144,0.25007747563626964,0.9798823957439545,0.20357442253365202,0.10856555493439135,0.2974580875395433,0.323574422533652,0.22856555493439137,0.4174580875395433,0.323574422533652,0.22856555493439137,0.4174580875395433,8.697345327224388,2.3018575969417303,28.91550456311154,2.8034054689777985,1.3593571165597202,5.4057922446271185,0.29439669895096815,0.058604552766781545,0.7608400555955948,0.6682843409231193,0.5180097827105723,0.80441305968035,0.2607313383956195,0.14579727453060595,0.39837615910375934,0.07098432068126118,0.016599017182768426,0.1605873485100687,0.002145217506475722,0.0014182222465711522,0.002995832544849155,8.361427670932749e-4,4.28786094480983e-4,0.0013949066506500547,2.280155143154717e-4,5.002908212068437e-5,5.434590605255811e-4,4.7183445799311644e-4,1.721519562874185e-4,6.789507991217542e-4,1.2778809941312876e-4,8.384599285843359e-6,2.758879077742911e-4,1.3343980388728083e-4,4.106615898621188e-6,2.7858930283758724e-4,0.6029471454468813,0.3075411311792394,0.7083150032041341,0.24262059710861697,0.12364164517645397,0.2848479039975424,0.15443225744450167,0.006942532431806592,0.5688181525123882,4.7693760784480897e-4,4.7454441185967275e-4,4.7936248136011154e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Karnataka,0.006857583532062873,0.0055252882019702415,0.008365803708542733,0.07797428637661605,0.07480867026385755,0.081082493529013,0.6854873254450042,0.4288873855499196,0.7769275686495726,0.6761418955535964,0.21111150260424083,0.9862754217925798,0.5423813202044017,0.326685844532423,0.8797905844219436,0.6032669374968884,0.345359626632821,1.037156297710774,0.0028983333975036015,0.002698653853684638,0.003102611839612475,0.7751358915589706,0.4057355189002725,1.510009945922649,0.20833177711903098,0.10750472436657238,0.29504193886805,0.39599314912478994,0.012619735918558988,0.9483662363214344,0.5330719627986021,0.14297208960104124,0.8381163657911256,1.1047908024513151,0.5966344224316152,1.4809229356304996,0.20558021025197268,0.005884848728130094,0.6786041733066475,0.2103606104972835,0.1095119487015897,0.2970947016334447,0.3303606104972835,0.2295119487015897,0.41709470163344464,0.3303606104972835,0.2295119487015897,0.41709470163344464,0.9371787957805658,0.4645633751006351,2.04093546157115,1.6879980358185984,0.8217961900150041,3.1597728672822476,0.6442657544268124,0.23316256177117728,1.354689267676826,0.4950281707365188,0.35659943169245145,0.635051320896772,0.3161303324270663,0.1890566438544951,0.4612590116880614,0.18884149683641488,0.09187680292370404,0.3147845951204379,0.0033942626258800365,0.002268510718652261,0.004677216834937131,0.002168947085104969,0.0012346805770770833,0.0033334782363322033,0.0012943738210778664,6.02885792313888e-4,0.002206792073669153,7.943656979175302e-5,2.2754306824843376e-6,2.6323358696124657e-4,1.375852697757397e-4,5.6623926838487336e-5,2.1801414084074802e-4,5.468463487308294e-5,1.0006135063807e-6,1.5241088363249404e-4,0.6854873254450042,0.4288873855499196,0.7769275686495726,0.19407954392240442,0.1207703166943896,0.220195694015622,0.12043313063259137,0.003063680017827778,0.4499809434092187,4.445238264401924e-4,4.428293802936202e-4,4.46184923007126e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Kerala,0.0010262199282743338,5.829503090882633e-4,0.0016091573753404843,0.0656074201040752,0.05988974613457099,0.07127571604121531,0.7056613942919717,0.4365477566219366,0.8002840636698764,0.6533671857864577,0.19080539488348935,0.9803666433894538,1.0015320824212808,0.5404087604999057,1.8850831898497689,8.689606833433858,1.4722122083982057,37.28535270217184,0.0010674985485976374,0.0010040567702655676,0.0011280953465797538,4.130165019210167,1.1525299773666344,12.783640833590614,0.20057040388386263,0.10418454124533047,0.29494456936434604,0.41513047336254044,0.014742575999671796,0.9593642816060417,0.5135566289114776,0.12804849668465412,0.8347415520465918,1.0125188591071748,0.41650006850822524,1.4705223748820904,0.28893091309345126,0.010193112081460523,0.8471157894637698,0.20131765286788098,0.10490667899395088,0.2956702649689897,0.32131765286788094,0.22490667899395086,0.41567026496898973,0.32131765286788094,0.22490667899395086,0.41567026496898973,4.766844740323252,1.2657252196126492,15.516490164342251,10.365600917486054,1.3931477398786865,43.72999367319414,2.8978722492561912,0.20769009636510155,13.116972760478586,0.6724301061676965,0.4261588053385852,0.8697254145969048,0.13480549603581043,0.017280013034475357,0.34843522711171837,0.19276439779649304,0.0451494042515128,0.4137682471584938,6.89740640767386e-4,3.343429623115212e-4,0.0011491564929531901,1.388093386244312e-4,1.5437818204861992e-5,3.904211754021043e-4,1.9766994888250852e-4,4.216604603581788e-5,4.6794490233396306e-4,6.419530699520412e-5,2.2778587539185467e-6,1.880698564115368e-4,7.894275783192454e-5,2.056914069418349e-5,1.3586937362957479e-4,4.027636763232391e-5,9.851672585655475e-7,1.0812820458633128e-4,0.7056613942919717,0.4365477566219366,0.8002840636698764,0.1726501960980272,0.10711699016968952,0.1962890865055115,0.12168840961000112,0.003908949373108434,0.4553358031238883,2.6066566011929553e-4,2.5873684935251873e-4,2.6260082499376627e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Madhya Pradesh,0.0015072599051464226,0.0011404339398959668,0.0019411208115945398,0.030898097422329775,0.028380756456932766,0.03331027702950359,0.6657365042491769,0.4942658738776602,0.7211717905795961,0.7943248554221561,0.37514935233820834,0.9919809800548683,1.3402735767322498,0.9887535461801037,1.773205513151646,6.948194234676451,3.656568966855737,12.914858868790906,0.005323467336129202,0.0051615911642713865,0.005478355327853441,20.81234392356206,7.04659462147354,56.4074071457517,0.1996830139422097,0.1035684928031985,0.29536226717229386,0.3479652578697894,0.008618451330629497,0.9464726668401656,0.5310201336241662,0.14000103038681067,0.8379392293755041,1.2765074231882296,0.9190149298416986,1.490298692127122,0.12229845896543623,0.0030796111330427373,0.3977105085510415,0.20340944107750014,0.10733170931998733,0.29905722665880746,0.32340944107750014,0.22733170931998734,0.41905722665880746,0.32340944107750014,0.22733170931998734,0.41905722665880746,23.990015496487473,8.053468911006613,65.90158411540821,5.541381064248873,2.7298804348342003,10.667072739408988,0.44016392873097787,0.09850856507955096,1.187344422880808,0.7811510661766866,0.6735643171004324,0.8724647077254748,0.1567795778004231,0.07952972089807263,0.25513197691667205,0.062069356022890224,0.017744990768130783,0.13295173541152705,0.0011774638371662937,8.697293511100333e-4,0.0015609605225768855,2.3605767247206815e-4,1.1333140493493175e-4,3.9931258895694824e-4,9.373839550805411e-5,2.5757526728381707e-5,2.0457119472561553e-4,1.0657300924404097e-4,2.689962053501846e-6,3.4676909099495444e-4,2.952643901460449e-4,2.1381299390914852e-4,3.811591238956513e-4,4.062704455099293e-5,8.920633730426984e-7,1.3340024119505554e-4,0.6657365042491769,0.4942658738776602,0.7211717905795961,0.2553765783976355,0.18982770915279942,0.2767725062323845,0.07888691735318765,0.0022348820509927028,0.3159164294340274,6.527019540017139e-4,6.504639528084732e-4,6.549811826189653e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Maharashtra,0.0010356984217266575,7.534673352358642e-4,0.0013713835938847535,0.0647559409515834,0.0627329618589295,0.0667966959704334,0.5436858156196099,0.3262137991024986,0.610059049784982,0.7842795084399651,0.3070147877607243,0.992486794140347,2.2646607441418087,1.5294377681118632,3.365548963230808,6.265612775095437,3.285749817052916,12.19738119571913,0.006098761522895085,0.00595280308502791,0.006232091223525962,6.031761932766032,3.1635508381454573,11.149989447887672,0.20048285178121034,0.10530895560122874,0.2956434524283963,0.3443966806642879,0.006949982745056468,0.9485055882197627,0.5355076212639509,0.13907425125035458,0.8359705299321342,1.252315233330703,0.9326486134963498,1.490025845724387,0.1215311235182603,0.004123687994337839,0.3668470547044316,0.2047519848472369,0.10956006428964547,0.2998958467107692,0.3247519848472369,0.22956006428964545,0.4198958467107691,0.3247519848472369,0.22956006428964545,0.4198958467107691,7.501664871461606,3.732620959648356,15.117623226426339,3.0092929096650902,1.4031077858495575,6.14710255835272,1.1000443760324357,0.39329657946244084,2.4607320795517826,0.5758495118424437,0.4405000095767649,0.7118163126560768,0.2134810662456712,0.10864925014689968,0.3373825584379404,0.21066942191188506,0.10960356006169884,0.33451353187744065,5.965448822852045e-4,3.86981191492076e-4,8.468322858412496e-4,2.2083435666344964e-4,1.0192481992579175e-4,3.763798584883745e-4,2.1831918277799212e-4,1.0625265361483025e-4,3.71761779216421e-4,1.1713823264313489e-4,3.956815332614068e-6,3.535660053553931e-4,3.2532076248499754e-4,2.3090518101668875e-4,4.3250880091926473e-4,4.737817542200866e-5,7.364687362842566e-7,1.5334665316306753e-4,0.5436858156196099,0.3262137991024986,0.610059049784982,0.3448591652234299,0.2068623222460037,0.38705575583520224,0.11145501915696013,0.0029352996756509026,0.46692387865149776,4.761057233972235e-4,4.7479907338743e-4,4.7742587619202574e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Manipur,0.002151696247708602,0.001553456748251265,0.0028638069007086504,0.09921380348542147,0.09710149368722297,0.09998056530970452,0.5985403487087255,0.2905945283855387,0.7469431008857488,0.5482091355886829,0.13226787517162567,0.9557105724644029,0.6056826087183542,0.37552952387558114,0.9481512462056865,1.6266843129760522,0.7760507090447625,3.3503225844280156,0.001731471713041504,0.0014778440823129254,0.0020068968834940633,1.448036859382345,0.6997431204042097,3.106869204966233,0.20304492837466442,0.10559696075388088,0.29618279246597423,0.4769591482843658,0.02862475876782646,0.9700866405294567,0.5016059278239996,0.1282217093044599,0.83432040292099785,0.8386128385567739,0.2829482759258703,1.4569761383284359,0.3147691691645355,0.011055848128668673,0.8955710657165847,0.20425695857379347,0.10681668146408607,0.2973553759013838,0.32425695857379344,0.2268166814640861,0.41735537590138383,0.32425695857379344,0.2268166814640861,0.41735537590138383,1.9545005839438028,0.8282698812608321,4.897784221787488,3.255081898681438,1.3838319092989717,6.9396353093721945,1.0914758052172535,0.34382781910948285,2.5672550077823937,0.592984035790687,0.43249418224193975,0.7381081611901471,0.20738832052221368,0.09761054625964545,0.3411558334576872,0.19962764368709926,0.09190221590867491,0.3323898599898574,0.0012758151955571334,8.119203766752879e-4,0.0018413096192601967,4.4639827010309113e-4,1.912638531677495e-4,8.082396901607606e-4,4.2948278204836787e-4,1.82311476268831e-4,7.654663264869822e-4,6.672893017530489e-5,2.34001624712731e-6,1.8878953234860175e-4,1.005843513097654e-4,1.2462350135121575e-5,2.2674069601719601e-4,1.1958366083895488e-4,6.923231794255311e-6,2.290332388010275e-4,0.5985403487087255,0.2905945283855387,0.7469431008857488,0.19440430559805688,0.09450894096182899,0.24471294802206128,0.2070553456932176,0.011162549594200228,0.6161101479997914,2.5051751553626934e-4,2.4375491241849975e-4,2.572427880438385e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Meghalaya,0.002246083256904522,0.0016075111397850267,0.0029950281856572984,0.09158676409803336,0.08000765088560029,0.09947592058250898,0.7585564898238822,0.4695580032858217,0.8615415406415073,0.5815241407820078,0.13714653695799903,0.9749689803106217,1.0065139996141195,0.654768837485869,1.5132258925740585,2.904333496144553,1.407886942866182,5.84659714060898,0.001374033322377056,0.0011853383689709742,0.0015697055991210254,2.704948832925111,1.2915751146222905,5.5931681884999005,0.19995356086986,0.10499770679382688,0.29487867778372984,0.42762831768078613,0.01897438202705651,0.9511346672811392,0.5087097779697414,0.13024602547175174,0.8335593713284982,0.9484862796371436,0.40020560933402327,1.4616685791485913,0.25912535265588993,0.007195672503220972,0.8240387979117186,0.20091538419552396,0.10594120802187244,0.2958190037756572,0.32091538419552396,0.22594120802187245,0.41581900377565717,0.32091538419552396,0.22594120802187245,0.41581900377565717,3.4176166101067924,1.5544323742080501,7.672097646699155,3.293916481413381,1.345126297465822,7.26972383799189,1.1234993562878735,0.3610986825218926,2.77116653880863,0.5921282260706201,0.43824666434685167,0.7386714146309951,0.205937324788098,0.0942391073229757,0.3469069338336303,0.20193444914128192,0.09293661212918249,0.34093950755660024,0.0013301387988945686,8.607340400968457e-4,0.0019149269735366623,4.6165125143575583e-4,1.980429271134645e-4,8.126094068122809e-4,4.5429320657418797e-4,1.91104524280739e-4,8.185665247663664e-4,8.273584637706628e-5,2.2747682022374554e-6,2.654578055686858e-4,1.306381507214131e-4,2.96837176703523e-5,2.4252010581333726e-4,9.02254032089123e-5,2.5406051270730557e-6,2.046582313590228e-4,0.7585564898238822,0.4695580032858217,0.8615415406415073,0.11869803788299926,0.07335530920620686,0.1364081091512222,0.12274547229311847,0.0034297220509668627,0.45937844571843717,5.492705528383118e-4,5.406699408576637e-4,5.578472608313298e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Nagaland,0.0023972099618313042,0.0017305143357279607,0.0031816850112481258,0.08845592600134239,0.075371736369505,0.09874089517242053,0.7458205075111957,0.5019589676549909,0.8228629281854676,0.6935856409839684,0.21288915852125906,0.9876804916365204,1.259641673718191,0.8282349051705138,1.9023182942396755,3.7457745288299047,1.8148863576473973,7.688653317549252,0.0019233049839737812,0.0016386931913272308,0.002226213200610457,3.4611468341023732,1.6934089757669868,7.114060007308314,0.1994890474157732,0.10410815664582528,0.29540660158651133,0.35954497649583284,0.011852713625171124,0.9416153545430747,0.5292409629123097,0.1418446985532392,0.8349618255818412,1.154786180178631,0.6816221631964783,1.4860361688116837,0.18605203094611303,0.004990823271635283,0.5914532962759033,0.20083536090455484,0.10548979650557973,0.2967634660869948,0.32083536090455483,0.2254897965055797,0.4167634660869947,0.32083536090455483,0.2254897965055797,0.4167634660869947,3.9550142580480645,1.8319504509961713,8.3191015519682,3.316391426873507,1.4051470358167129,7.383513015892719,1.1457277168270232,0.36819833471175795,2.7502399435074345,0.5919339803227579,0.4342347397913088,0.7390361726069333,0.2040324774188425,0.09322707287144581,0.3379706054259287,0.20403354225839956,0.09322915203405119,0.3402456479565229,0.0014189350129276623,9.077591444602884e-4,0.002043404805764807,4.900929447200402e-4,2.0814881929636148e-4,8.754924898061148e-4,4.881820041835924e-4,2.1115035010385076e-4,8.679984361408885e-4,9.662310933411217e-5,2.631649098656177e-6,3.080284253889596e-4,1.7585488277766767e-4,9.365948661622937e-5,2.5433102118938976e-4,5.0457222235111744e-5,1.1155420168538294e-6,1.4253505113842607e-4,0.7458205075111957,0.5019589676549909,0.8228629281854676,0.1591395469720233,0.10667782969632619,0.17762501506062506,0.09503994551678106,0.0022179091574353713,0.39224785803167067,7.615607411879337e-4,7.487235213969497e-4,7.745557596949065e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Odisha,9.644303726488146e-4,6.581299582714448e-4,0.0013235385127177205,0.04485211780926772,0.040737610044248376,0.04887679931900985,0.8190143455891603,0.5705684165448398,0.8960262967198949,0.614895711208531,0.1501025208397254,0.9748111727790516,1.2975425343818627,0.8630061897585967,1.9559199568064138,15.626938707824818,4.360532699822382,49.29605254926723,0.006520629802487739,0.006331383550700584,0.006702883699081976,7.715201613801207,2.9312866769975106,19.730584402722346,0.19987609339242485,0.10570503130010125,0.29532754572532854,0.3937853537294233,0.011274008151382787,0.9583907137125168,0.5211937891251953,0.1348774703697723,0.8355049734643171,1.0022174955564074,0.41216565876191497,1.4723823782290326,0.31514637601706785,0.008887770990205055,0.8853622946017238,0.20444053425416625,0.11028259640467959,0.29992971901418747,0.32444053425416625,0.23028259640467957,0.41992971901418746,0.32444053425416625,0.23028259640467957,0.41992971901418746,8.804342382091463,3.22161244361514,23.057498647200937,12.868505078989028,3.3515572873827857,41.569892907922245,2.4336628374326996,0.4026374841786225,8.399160297700876,0.7665808364595387,0.6118686131170163,0.8903807407807467,0.08802471309748656,0.019528160572811884,0.20290202000461943,0.14539445044297478,0.04910383970354455,0.28487115268353114,7.393241974336399e-4,4.7800078119104324e-4,0.001062326975154105,8.488181025997549e-5,1.819473435984054e-5,2.0369433408454438e-4,1.4022436495519315e-4,4.2838365587038085e-5,2.933050774234763e-4,5.5583992994726626e-5,1.5650524690871503e-6,1.5605182004459675e-4,6.256400532763921e-5,1.2378282818378304e-5,1.1269229595718101e-4,3.829864158379123e-5,8.645356807734988e-7,9.800771306428519e-5,0.8190143455891603,0.5705684165448398,0.8960262967198949,0.09269476064406595,0.06432357662222575,0.10162944683809613,0.0882908937667737,0.002613368469941067,0.3647683752799807,4.922450603124234e-4,4.899931632169382e-4,4.943612340134887e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Punjab,0.002205281436538594,0.00142101052698173,0.003153385321854906,0.054438342093807456,0.050716382676552804,0.05825356631366338,0.6823972630183318,0.4553046696039513,0.7587539180910794,0.7265457518844796,0.2634931809068516,0.990106497265539,0.965549322574018,0.6032205157513261,1.541034164279115,7.5360395219731,2.1941982581460544,24.400209607031492,0.001324740127591392,0.0012327001467166332,0.001417821803237748,7.54498851440113,2.0851399540770914,25.43255433859317,0.20026472435618567,0.10515153882211353,0.2950903300865949,0.38079997986692354,0.012911143157240072,0.945448824719189,0.5305045036286935,0.1365848572737897,0.8381886612871573,1.1366158188270923,0.5548388965831045,1.4844415394279844,0.3075223808759792,0.016320741322035714,0.8113329178890735,0.20119204244549965,0.10608852992200944,0.296064260544075,0.32119204244549965,0.22608852992200945,0.41606426054407497,0.32119204244549965,0.22608852992200945,0.41606426054407497,8.942260093622552,2.3814278048516093,30.401259196003306,8.668968441964022,2.1860991748646867,28.91664542845381,1.395863280778905,0.16913971599482727,5.329390966981347,0.7512216905424587,0.5631972581805738,0.9001928550518027,0.12617344825161303,0.028960742866115524,0.2749738648554663,0.12260486120592824,0.027542009196636824,0.2738688664454518,0.0016559883688527608,9.91914963984446e-4,0.002487366946875092,2.7808277133615833e-4,5.822836874098938e-5,6.556560303269611e-4,2.7121029634966635e-4,5.3950189366790976e-5,6.566374410754429e-4,2.0502429988991967e-4,1.0894948731202656e-5,5.418202133127255e-4,1.9825276961341314e-4,6.595415934149151e-5,2.8904054941808775e-4,6.465680522600663e-5,1.1108129398755725e-6,1.9692538040631577e-4,0.6823972630183318,0.4553046696039513,0.7587539180910794,0.21491456682482485,0.14357225862906248,0.23924300508006563,0.10268817015684328,0.0023809846759248257,0.40130747443685144,6.342178185463562e-4,6.311349537571763e-4,6.37297513650849e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Rajasthan,0.0036069670957423893,0.002747221899945129,0.004613062708027506,0.05948261287671439,0.057241785579892034,0.061697462634095326,0.5830553060606176,0.33043930248988057,0.6931324489278904,0.6470284365585337,0.2122874502698119,0.9715211889627889,1.2238423753812775,0.8222242422028492,1.8133278828255393,3.5717886495372584,1.827369922655367,7.057414062203545,0.0017117160715586007,0.0016106892748572628,0.0018065118369196625,1.3315856710538387,0.8418299160991137,2.036849965793244,0.19924519155022408,0.10494600387383575,0.29474593077574074,0.4462829770198847,0.02467214459098908,0.9668528689038154,0.5127108581926457,0.1289625275975235,0.837393867718815,0.8816671738328018,0.2642053437673338,1.4609106296781085,0.6623572379039934,0.27555522193881987,0.9769806706400497,0.2004433928003151,0.10618374263036837,0.29595827157418325,0.3204433928003151,0.22618374263036836,0.4159582715741832,0.3204433928003151,0.22618374263036836,0.4159582715741832,1.7037906264909912,0.9871674212260626,3.17484749185422,3.267914869130981,1.464637775143909,6.8773203377947185,2.331925212042421,1.0127283385067074,5.0481764193378655,0.48629884097082865,0.3576363002618917,0.6095132497900818,0.16653669494667397,0.07973623625000385,0.274082748806777,0.34716446408249735,0.2338503641782719,0.46914819290505394,0.0017534488761920385,0.0011749537905541337,0.0024507305872360045,6.015311970048904e-4,2.7203295635137273e-4,0.001043447477617177,0.001251987022545455,7.79314545880668e-4,0.0018527275294299647,6.946005633367559e-4,2.892485283680085e-4,0.0010245945611706466,2.1891151936754237e-4,1.4174229935696609e-5,4.83926718252121e-4,2.3862044629351692e-4,1.0038772191317129e-5,4.6713828103310296e-4,0.5830553060606176,0.33043930248988057,0.6931324489278904,0.25068395246738745,0.142056389746779,0.2981295941336409,0.16626074147199488,0.00873932677707766,0.5275700454012907,6.21266045106114e-4,6.19467883975411e-4,6.230916417471665e-4,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
