"prv0","adr","p_pub","p_ppm","r_sym","r_aware","r_acf","r_det_all","r_sc","txi_pri","ppv_pri","dur_pri","ra","rs","rc","r_det","a0","c0","pr_a","pr_s","pr_c","prv_a","prv_s","prv_c","prv_t_eu","prv_t_ei","prv_t_pri","det_pub","det_eng","det_pri","scale_dur","r_death_a","r_death_s","ppv_pub","ppv_eng","sens_acf","spec_acf","dur_pub"
0.00283411032665153,0.0877553319030797,0.738724612798392,0.999927151964337,0.733682330982201,2.09740166902822,0.00364521422054211,2.34472273655317,0.154024513511916,0.0392111234635983,0.395470288837843,1.49999305842253,0.156576163466296,0.276576163466296,0.276576163466296,2.53091458662387,3.11609317009285,0.82785301007773,0.6302846059674,0.202267574030407,0.167447820002192,0.0017862961105017,0.00057324862030633,0.000474565595843501,0.00062411593448225,0.000188945337489331,6.10512853934824e-10,0.738724612798392,0.261256353802884,1.90333987246364e-05,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283245349431613,0.0880074435764648,0.738568478111513,0.998592389586848,0.75902191688969,2.13767719999331,0.00365387301161532,2.35618415798959,0.198483292787475,0.0204278640434135,0.597964054574042,1.49999856387514,0.201041003895606,0.321041003895606,0.321041003895606,2.54413936785143,3.12337589674238,0.825607358113413,0.631114662527463,0.202061706112832,0.166823631359704,0.00178760293119006,0.000572330385546771,0.0004725201775793,0.00062412972737948,0.000188891332399824,6.15218052439598e-09,0.738568478111513,0.261063528155951,0.000367993732536429,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283249791972854,0.0877131006101193,0.734628359947695,0.978499513101327,0.753912607902531,2.12520730144095,0.00364785629734026,2.35005748144604,0.187365923513595,0.000151193713239584,0.228535020102675,1.49997014865473,0.189919422921733,0.309919422921733,0.309919422921733,2.55116379304566,3.11364155360571,0.826201145596489,0.630311883029914,0.202435595805815,0.167252521164272,0.00178535709746241,0.000573398403998978,0.000473742418267154,0.000624208961027589,0.000188986435966759,7.10152976908121e-10,0.734628359947695,0.259666020582081,0.00570561947022399,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283158036346124,0.0873573608673877,0.737784034851822,0.995242930077397,0.70805623798928,2.06042203745634,0.00365430899748404,2.35066888995392,0.108717515804945,0.000364787683391412,0.266549895351026,1.49998642229113,0.111275532103184,0.231275532103184,0.231275532103184,2.54045954896267,3.11322758055484,0.825957157203278,0.630312034444763,0.202462562769802,0.167225402785436,0.00178477917958709,0.000573289017075008,0.000473512166799135,0.000624520506574189,0.000189159387354959,3.73059721587578e-10,0.737784034851822,0.260968585467145,0.00124737968103273,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283353761846596,0.0880432331266723,0.73869805326608,0.999448117561854,0.72667198890234,2.08609175831315,0.00366257531843579,2.35067268900169,0.142223499463353,0.0308336634196523,0.653173927167199,1.49997604066046,0.144787302186258,0.264787302186258,0.264787302186258,2.53763418545869,3.11397145057265,0.825384951516005,0.63044072892895,0.202455526306452,0.167103744764598,0.00178637752163328,0.000573665349855655,0.000473494746977022,0.000624031281372208,0.000188856659356993,3.63700261437662e-09,0.73869805326608,0.261157738778464,0.000144207955455774,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283270423465933,0.0875411689299957,0.738635409821352,0.999918845809571,0.713656332579781,2.06854580855949,0.00365174558669628,2.34551278907066,0.119910459430059,0.280594496920809,0.78784698326552,1.49997585430913,0.122466681340747,0.242466681340747,0.242466681340747,2.53177238781449,3.11560511616658,0.827273285381192,0.630322023538144,0.202311268609575,0.16736670785228,0.00178551586527554,0.000573087987309646,0.000474100382074146,0.000623993080033713,0.000188959361438929,4.86736170159454e-09,0.738635409821352,0.261343379346925,2.12108317228659e-05,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283098742879338,0.0872872892246533,0.737594686787558,0.994189608896734,0.722712776500579,2.0842106293654,0.00366080630589078,2.35166018954391,0.133634014859759,0.00255393092337383,0.534195415147582,1.49997376822732,0.136196579273883,0.256196579273883,0.256196579273883,2.54222482985169,3.11758694833704,0.826880848252524,0.630520225146858,0.202246235821325,0.167233539031817,0.00178499483099073,0.000572556551130953,0.000473436046671702,0.00062466630032824,0.000189221336270041,3.19459097910463e-09,0.737594686787558,0.260880635715102,0.00152467749733926,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283620912008549,0.0875265182343713,0.738821263959763,0.999634714460848,0.735801963948764,2.1020998080148,0.00365490937815536,2.34392918743244,0.158644154765439,0.0429746965181302,0.846436725909777,1.49998061438017,0.161202591330148,0.281202591330148,0.281202591330148,2.53021813578362,3.12010023565314,0.828379354627143,0.630516945403106,0.202082272293127,0.167400782303767,0.00178827791092073,0.000573147583685365,0.000474783625479389,0.000623892084461447,0.00018893141957995,3.35589233468055e-09,0.738821263959763,0.261083331224827,9.54048154094796e-05,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00283286375930212,0.0878839860795639,0.738846263811099,0.999897295751642,0.709860591449479,2.06767980042902,0.0036437649717615,2.34952058622043,0.112295143732563,0.0387539577258916,0.0937319938031165,1.49997661461286,0.114845779212796,0.234845779212796,0.234845779212796,2.53609238271102,3.11982609013431,0.828237290008169,0.630514577209089,0.202099270598107,0.167386152192804,0.00178616189548732,0.00057251969945877,0.000474182164356023,0.000624535848206788,0.000189045550026346,8.5116821499214e-10,0.738846263811099,0.26112691459072,2.68215981811671e-05,1,0,0.12,0.85,0.85,0.7,0.99,0.5
0.00282909606323253,0.0877278787792238,0.738741983421882,0.999945907434398,0.720339168763696,2.07800889761287,0.00365684386008297,2.34820728431484,0.129051110382754,0.1164765766364,0.0957506243585332,1.49998538204455,0.131610901084812,0.251610901084812,0.251610901084812,2.5346587968468,3.11227268644322,0.827203103382243,0.630081575225858,0.202450632931503,0.167467791842639,0.00178256130398683,0.00057275228862545,0.000473782470620254,0.000623986984819479,0.000188913658595602,1.3463652458779e-09,0.738741983421882,0.261243884461717,1.41321164008767e-05,1,0,0.12,0.85,0.85,0.7,0.99,0.5
