State,prv0_m,prv0_l,prv0_u,adr_m,adr_l,adr_u,p_pub_m,p_pub_l,p_pub_u,p_ppm_m,p_ppm_l,p_ppm_u,r_sym_m,r_sym_l,r_sym_u,r_aware_m,r_aware_l,r_aware_u,r_acf_m,r_acf_l,r_acf_u,r_det_all_m,r_det_all_l,r_det_all_u,r_sc_m,r_sc_l,r_sc_u,txi_pri_m,txi_pri_l,txi_pri_u,ppv_pri_m,ppv_pri_l,ppv_pri_u,dur_pri_m,dur_pri_l,dur_pri_u,p_pri_on_pub_m,p_pri_on_pub_l,p_pri_on_pub_u,ra_m,ra_l,ra_u,rs_m,rs_l,rs_u,rc_m,rc_l,rc_u,r_det_m,r_det_l,r_det_u,a0_m,a0_l,a0_u,c0_m,c0_l,c0_u,pr_a_m,pr_a_l,pr_a_u,pr_s_m,pr_s_l,pr_s_u,pr_c_m,pr_c_l,pr_c_u,prv_a_m,prv_a_l,prv_a_u,prv_s_m,prv_s_l,prv_s_u,prv_c_m,prv_c_l,prv_c_u,prv_t_eu_m,prv_t_eu_l,prv_t_eu_u,prv_t_ei_m,prv_t_ei_l,prv_t_ei_u,prv_t_pri_m,prv_t_pri_l,prv_t_pri_u,det_pub_m,det_pub_l,det_pub_u,det_eng_m,det_eng_l,det_eng_u,det_pri_m,det_pri_l,det_pri_u,scale_dur_m,scale_dur_l,scale_dur_u,r_death_a_m,r_death_a_l,r_death_a_u,r_death_s_m,r_death_s_l,r_death_s_u,ppv_pub_m,ppv_pub_l,ppv_pub_u,ppv_eng_m,ppv_eng_l,ppv_eng_u,sens_acf_m,sens_acf_l,sens_acf_u,spec_acf_m,spec_acf_l,spec_acf_u,dur_pub_m,dur_pub_l,dur_pub_u
Himachal Pradesh,0.0018107086055864164,0.0011335797868650553,0.0026721635317332234,0.08538030966957623,0.07821408985906685,0.09245976596080387,0.742946465977161,0.3971815546978648,0.906364270657562,0.3874023885891914,0.06302773758986188,0.9283244276143888,1.7637553671537929,0.9825067402923572,3.1221169352147102,24.493800810487507,3.999527697390301,116.44127547823004,0.010973474377970084,0.010323753193146002,0.011591481004680692,4.358621676336228,1.735109813789528,10.43343492611771,0.1984087700820307,0.10485835961985697,0.2948362964627269,0.5172219753879957,0.04147851427660726,0.974532842757137,0.41805687569561373,0.020982405076737178,0.8263196170994638,0.6245997109686922,0.09501725913130302,1.4305573794350126,0.5304810833834905,0.0323066926542525,0.9791931778875821,0.20609020214660972,0.11253323277206163,0.30236380436000115,0.3260902021466097,0.23253323277206162,0.4223638043600012,0.3260902021466097,0.23253323277206162,0.4223638043600012,5.241213251957647,1.9243771763280362,13.612109451559862,15.360447250940213,2.1031121166848874,71.408791432361,6.561272122230903,0.6700812580192805,32.48460777519981,0.6417714423804216,0.42647908985423577,0.8247550422728821,0.08880242072547136,0.01009802544952314,0.23928870528453267,0.269426136894107,0.10579899493449177,0.4718334646192299,0.0011622806780436548,6.26678725036956e-4,0.001862165554441523,1.6044558619889395e-4,1.6295331316399235e-5,4.59510439433035e-4,4.87982341343859e-4,1.7184088594665104e-4,9.671463617314925e-4,1.5830199120339786e-4,9.616821567203827e-6,2.928840695614678e-4,1.907858905076055e-4,3.834362207037383e-6,7.540997515943142e-4,3.4803568019624347e-4,1.0136834789576587e-5,0.0010138900849152802,0.742946465977161,0.3971815546978648,0.906364270657562,0.0712152751604013,0.03805698174693693,0.08717316416135655,0.18583825886243768,0.006809938748766208,0.5651597674240624,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Jammu & Kashmir,0.0018028639878929628,0.001101586813066043,0.0026249878421624757,0.09789018561864786,0.09310055869680868,0.09994526538172897,0.6399797841324332,0.27020394954238963,0.8918570110457043,0.27825754457172147,0.03861119242348102,0.8649187141502954,0.8426063723492834,0.43557195580701624,1.6008616052351619,10.05387652410129,1.7600322678070832,45.686116756882335,0.002017841206108594,0.0018681658049153492,0.002165170514782857,1.9088137905947378,0.748924828896833,4.674092690730414,0.20014561045539442,0.10456541628319432,0.2954243486312981,0.5751753354840925,0.06295773083825047,0.9785856697244399,0.42487132936639294,0.021503672587730498,0.8310715691147702,0.4182275001551392,0.04111942535089102,1.3105390150524663,0.4941289475103344,0.025456894351120286,0.9676297170847227,0.20155809929967042,0.10600116561464427,0.29682995053718375,0.3215580992996704,0.22600116561464428,0.41682995053718375,0.3215580992996704,0.22600116561464428,0.41682995053718375,2.563933907831879,0.9077355563131941,6.785729090939665,13.562093702047298,2.165871933611328,58.63250178570833,5.5740010646020695,0.715002136403066,25.723213526888465,0.6422089618288979,0.4455984384841072,0.8178567339548375,0.09181806706025558,0.011786589535446588,0.2366809541352328,0.26597297111084656,0.10980614656244185,0.4550180201613384,0.0011588683471247176,6.298566357369279e-4,0.0018630137440688952,1.6548734659697857e-4,2.0470162712297424e-5,4.599799287695221e-4,4.785082941712576e-4,1.7799632789326875e-4,9.103200148791348e-4,5.198746599790884e-5,2.7002187158638857e-6,1.0208302877417603e-4,1.507407594878821e-4,3.2745070490538834e-6,7.237143314848123e-4,4.971585317732212e-4,3.243071164733824e-5,0.0011552535890759668,0.6399797841324332,0.27020394954238963,0.8918570110457043,0.06708656133189787,0.028264000994866024,0.09368578038020957,0.292933654535669,0.014684096659865127,0.7011577422966,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Jharkhand,0.003193680206680595,0.0022845513746801143,0.004185808163639973,0.014485012469211602,0.010655643900266302,0.018461796322804553,0.5661677625597864,0.2814469230194199,0.7076823254268038,0.5854786441115651,0.15754070140389728,0.9735395889019199,0.7377775862256873,0.48219268301396045,1.1549931960019533,1.6641704239518091,0.8815787508909173,3.1427882630665844,0.004832972911233477,0.004551363636263656,0.005108294045387577,8.060282755756717,2.0932858561652297,28.127845883059624,0.20084271465974188,0.10462726813627803,0.29601486784011477,0.4640133461632535,0.020641593281870114,0.9667190407922543,0.43586554064188476,0.024964858515356517,0.8289893862720022,0.8181374870389091,0.2243949693404326,1.4594495536849064,0.5682136911124914,0.0367902545922205,0.9796025261938267,0.20422579569760532,0.10802718247702847,0.29935906231215514,0.3242257956976053,0.2280271824770285,0.4193590623121552,0.3242257956976053,0.2280271824770285,0.4193590623121552,9.880089303839709,2.3473639222856124,36.40170031222162,2.8238820292572595,1.342666655139473,5.709574716558045,0.3000313319860487,0.05159816777501394,0.8879964482396848,0.6682138894581466,0.5215498232535125,0.8033714960732659,0.2608236524493529,0.13730444300518033,0.3966470651980651,0.0709624580925004,0.014025053343231583,0.17214986471088825,0.002133867170776379,0.0014296719158323717,0.002955200498186065,8.32918024028271e-4,4.1435948793388573e-4,0.0013796435384740042,2.2689501187593748e-4,4.354730680415756e-5,5.613399736311111e-4,3.934199781906729e-4,2.5572578884464946e-5,6.783019813392588e-4,2.3174084534628882e-4,7.846448167596292e-6,7.64904831656048e-4,1.9157512342010018e-4,2.488205791722086e-6,6.724787985912053e-4,0.5661677625597864,0.2814469230194199,0.7076823254268038,0.22785315322079108,0.1132845223897021,0.2849131917299716,0.20597908421942254,0.007753474527190559,0.6057600365239242,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Karnataka,0.006821723739490259,0.005440169538555797,0.008323700321530915,0.07799863394697462,0.07478451547971232,0.08123243872394806,0.6809282103832434,0.4090130795619982,0.7773773136885516,0.6698016942359054,0.19538980824929908,0.9880835805580236,0.5488013567763501,0.3323048030619487,0.8772123698858706,0.6109624177399414,0.35078577059627203,1.0736844268856687,0.0029040284076715275,0.0026981663736464854,0.0031175567646034496,0.7848545068840762,0.3994425817768754,1.5216123341132382,0.21094317508998273,0.10735657377185792,0.2961793457999896,0.3904841577478813,0.010148617850071883,0.9590021638372287,0.4186819844045185,0.021504713018511826,0.8254099996444225,1.1495435514842338,0.5665594757815884,1.4867458664918023,0.3114543537255039,0.007489022781550684,0.9037792817707334,0.2129759949753528,0.1093080625411648,0.29819643457173045,0.3329759949753528,0.2293080625411648,0.4181964345717304,0.3329759949753528,0.2293080625411648,0.4181964345717304,0.9510795486355977,0.45049584556893746,1.947892212434164,1.686696989472429,0.8270348247488236,3.140534735117346,0.6450081123373856,0.23819274678337876,1.3942954369276277,0.49492552012853003,0.3517665437224696,0.6377473873817489,0.31579833643883637,0.18591975359327909,0.45292755552051844,0.1892761434326336,0.09088810106772698,0.31530894295093725,0.0033764216807415474,0.0022388336656219434,0.004674508014743405,0.0021538635174988994,0.0012206379870180995,0.0032209039738136085,0.0012914385412498117,5.896434889538414e-4,0.0022448129603692525,1.203301272716566e-4,2.877827585545139e-6,3.4973127247093675e-4,1.1512883656149513e-4,1.7336442393574493e-5,2.344799026207018e-4,4.033227321851891e-5,3.4766411540831327e-7,1.739456871646148e-4,0.6809282103832434,0.4090130795619982,0.7773773136885516,0.1927693809369692,0.11557889899575358,0.2200096441896181,0.12630240867978748,0.0026506779316786966,0.47543616399384064,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Kerala,0.0010214944228768884,5.795558460012592e-4,0.0016094731013686291,0.06559717861034074,0.059974513404123665,0.07132495165292022,0.6966631289170772,0.3830171555014147,0.8009715007588611,0.6426281614565967,0.1522144682034199,0.9838066872519133,1.0191933292186082,0.5247958189294943,1.9253113379151623,8.390950530149514,1.5025508590306071,35.73042634628459,0.001068585958894544,0.0010028869336550878,0.0011305363718540485,4.215522631474171,1.1376629081989769,14.330737308744999,0.19938114693390832,0.10499892492981641,0.2953583153728611,0.40268458167355237,0.014080227783025149,0.9566378229227533,0.4290390239687216,0.02259834354930094,0.830182914203403,1.0584686511877777,0.38052281543840405,1.4764058175461783,0.40386808632362947,0.016318732553006213,0.9525345426835681,0.2001291571051345,0.10580469721807859,0.296119963834859,0.3201291571051345,0.22580469721807858,0.41611996383485905,0.3201291571051345,0.22580469721807858,0.41611996383485905,4.959199010153595,1.2628433195845483,17.019640793831144,9.641329106945683,1.408230871569168,41.94822225798714,2.790710318307269,0.23600713252563388,12.893763515369361,0.671065590693325,0.42790303865797147,0.8780024055782772,0.13558081420979623,0.019021925404119473,0.3422820903506535,0.19335359509687877,0.041673497719670716,0.41971875467101066,6.853636987523971e-4,3.363753885542838e-4,0.0011790958441322398,1.3900416614438194e-4,1.6482289926924607e-5,3.9279045752705277e-4,0.00019712655798010174,3.885180031402223e-5,4.772855379855178e-4,8.976774410191257e-5,3.6440949735137423e-6,2.1153495129841925e-4,6.611596126411955e-5,5.182441930801604e-6,1.69921151792417e-4,3.051694852387166e-5,2.6330171959134713e-7,1.4045991826687728e-4,0.6966631289170772,0.3830171555014147,0.8009715007588611,0.1704781171914361,0.0938836545676314,0.1964069717986482,0.13285875389148671,0.0032200339082210346,0.5230574107162311,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Madhya Pradesh,0.0015050910913350698,0.001141434272950309,0.001927661155112024,0.03093239966417683,0.028535841616661707,0.033290927088527274,0.6573742837270484,0.5065725670596424,0.7206006022201816,0.7651971504643345,0.39300821329044944,0.9895249605045413,1.3582877536490934,1.0082676059010494,1.8339194487375965,6.998362754666902,3.7508946004637824,13.02644211749933,0.0053254757819759645,0.00516590702746396,0.005476667839194024,20.552307627347368,7.0938238585341065,54.18209501966637,0.1994743184078476,0.10360140766915835,0.2949365808545425,0.37629985987260806,0.011745732152702245,0.9512073935700072,0.42480059922399754,0.021719840423683287,0.8309178064840864,1.2601006231676546,0.8175218821179461,1.490697088863278,0.16857045109753557,0.0038856382584607115,0.6009659095320173,0.2032021514552308,0.10730441516715285,0.29866220745306793,0.3232021514552308,0.22730441516715283,0.4186622074530679,0.3232021514552308,0.22730441516715283,0.4186622074530679,23.69248349017981,7.94829486140776,61.6567023307104,5.497842267944967,2.755308818165556,10.691418262954777,0.43701707833955583,0.10870543686384998,1.0673030507229708,0.7805623399404596,0.6756917979231699,0.873738445831258,0.15671438019031297,0.08060711296329817,0.2499964122953962,0.06272327986922742,0.018349470199184727,0.13233399711112018,0.0011748296737124837,8.547686677325183e-4,0.001540979314745995,2.359751076841974e-4,1.1405255303324626e-4,3.99975602106044e-4,9.428630993838194e-5,2.7081532915034296e-5,2.084081281396375e-4,1.469151750664611e-4,3.3860288481427758e-6,5.235742921906706e-4,2.872805606025244e-4,1.34269231958178e-4,4.5454654369298626e-4,4.038033081786132e-5,5.754722682858439e-7,1.62107850756901e-4,0.6573742837270484,0.5065725670596424,0.7206006022201816,0.25220107642841166,0.1942114979519081,0.27657660799607503,0.09042463984453995,0.002927999135493966,0.29938841993980014,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Maharashtra,0.0010403814975434343,7.50334156656013e-4,0.001361959363060244,0.0647591648986059,0.0628191653506101,0.06670056635334966,0.5396009257619447,0.3513843016388653,0.6102413051781078,0.7709171189236091,0.34198919111459924,0.9925827126702893,2.2813392685823404,1.5201578402371572,3.3933934793388936,6.322704038345461,3.316416499210779,12.274406269775092,0.006096976670496198,0.005953293474073671,0.0062316529691693896,6.066027252424519,3.1398899470448156,11.468365250513111,0.1978883319799948,0.10468987002930333,0.29508759945237145,0.3783670223292761,0.010309361790352356,0.9588192647345632,0.42255783418773535,0.016855312485365613,0.8312248538235834,1.2647599467934065,0.8511940174275568,1.4904352315935028,0.16031930505561595,0.007721915030332061,0.48448225863887723,0.20215621564934216,0.10891274639286594,0.2992955530439847,0.32215621564934216,0.22891274639286596,0.4192955530439847,0.32215621564934216,0.22891274639286596,0.4192955530439847,7.477416792497649,3.6790002643514588,14.930834830942143,3.0145033318389824,1.3466787839613164,6.062687234335673,1.0979558484184309,0.4022103481332383,2.4092861043062634,0.5761369651636477,0.4303239511088151,0.7144571328155401,0.2130137590897158,0.1091453019824331,0.3380986735121242,0.21084927574663662,0.10896504893323182,0.33404125193743456,5.993806410957002e-4,3.924340267132458e-4,8.501123719005988e-4,2.2163528257281975e-4,1.0262288643534376e-4,3.7834279633501333e-4,2.1936557387490285e-4,1.0588776115359175e-4,3.797097929154104e-4,1.5453073998161814e-4,7.437168401669232e-6,4.673939787317876e-4,3.116654257261505e-4,1.8203681150412074e-4,4.918545735867793e-4,4.207127808163745e-5,4.530772304705324e-7,1.8137162159833974e-4,0.5396009257619447,0.3513843016388653,0.6102413051781078,0.342269604869367,0.22199006975255964,0.38707098259144884,0.1181294693686883,0.002892279151460018,0.4267801390638801,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Manipur,0.002158025593499632,0.0015461562405168921,0.0028820592488132697,0.09919157345006137,0.09701550126979687,0.09998236024032475,0.6432120424271746,0.3737796087588354,0.7533833706345732,0.6482276189661442,0.19260889321947372,0.985800847182093,0.5876512897716787,0.35995094406335987,0.9264126969702123,1.592124510822346,0.7538637339455205,3.3506518945862807,0.0017294122384719044,0.0014740624892478774,0.001998738565167628,1.358702363521923,0.6579087891697618,2.746282402724108,0.2019838551527654,0.10521279894772165,0.2951207455167667,0.43151054962743485,0.01292072958153841,0.9667165028120797,0.4297170176150463,0.021653108273930348,0.8298537342150789,0.9966730439504583,0.3369665987478237,1.476268797831881,0.4671155924312625,0.020242210704267117,0.9646156159427065,0.20319444371969572,0.10634508308049634,0.29637070434710305,0.32319444371969575,0.22634508308049633,0.416370704347103,0.32319444371969575,0.22634508308049633,0.416370704347103,1.6971264187830806,0.7774846599929687,3.760751390307361,3.300824679199008,1.3287662229564772,7.755538231354445,1.1242541369950594,0.3585681326543566,2.6756308642147486,0.5915542815610209,0.4334052780587954,0.7420938990566656,0.20640813496671157,0.08995828898446381,0.3484528756923405,0.20203758347226752,0.0942591059700395,0.33153508452396796,0.001277515877180616,8.088778461037252e-4,0.0018740839229161625,4.450218406930451e-4,1.8425895179207725e-4,7.946268059773042e-4,4.354878756259609e-4,1.9226234333472926e-4,7.82431453695779e-4,9.89945372832337e-5,4.300934100503389e-6,2.0490138370683975e-4,6.20202467680899e-5,3.6769762659129252e-6,1.8975659445754028e-4,4.1177539661841774e-5,3.644285308480357e-7,1.7610822689370553e-4,0.6432120424271746,0.3737796087588354,0.7533833706345732,0.20885569408239898,0.12104678497544735,0.24815756982518145,0.14793226349042643,0.0035111012285556063,0.5072976333710391,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Meghalaya,0.002251941026122947,0.0015882269432052499,0.00303765881622411,0.09164033378462788,0.08050349934759775,0.09942769095510977,0.7730855434943693,0.4913829309317774,0.8629814224237583,0.62812479027963,0.15408388923185243,0.9813907108291384,1.006789007015526,0.6524984068021059,1.5555550820630328,2.8524711350641305,1.3759726067694311,5.831937924976475,0.001374009671976779,0.0011768031588598475,0.0015780050207394542,2.639098736053432,1.2665701118664177,5.353284320039344,0.20147829937342676,0.10556446768319462,0.29490606458027074,0.39839449623747025,0.008365424315981062,0.956787925260425,0.42777466487440774,0.023468659434800997,0.8312488801549429,1.0666530785714503,0.43763466393675887,1.479894610521928,0.39677520622675955,0.014501561004414033,0.9477016108793709,0.2024401061438105,0.10651133860458666,0.29594351858164397,0.32244010614381047,0.22651133860458667,0.415943518581644,0.32244010614381047,0.22651133860458667,0.415943518581644,3.3104863357450762,1.503806610507502,7.204927848942981,3.2248620094279006,1.375384872251047,6.9957602934495675,1.1269579927690656,0.3554391698078963,2.692666152033491,0.5882762395598935,0.43524647282497014,0.7326795311603354,0.20728981924979872,0.09593426113084419,0.3438249908630765,0.20443394119030775,0.09439066307330354,0.34110409053650337,0.0013247680319648065,8.430402609691282e-4,0.0018995297340054763,4.6712218804945604e-4,2.0168603897449626e-4,8.429901596625942e-4,4.6005080610867486e-4,2.0048465783695625e-4,8.348335131932657e-4,1.2656092234537722e-4,4.613578491671818e-6,3.028353124159533e-4,9.297304916565932e-5,7.881956585011023e-6,2.29014930755667e-4,4.244127130313741e-5,3.849552867956281e-7,1.7558731484041575e-4,0.7730855434943693,0.4913829309317774,0.8629814224237583,0.12093803448213533,0.07750501624048152,0.1371223437418586,0.10597642202349537,0.002566070882288369,0.43067013623511424,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Nagaland,0.0023873061880983278,0.0017085489506200647,0.0031691038293738347,0.08860519398891818,0.0753130510285374,0.09894698481921153,0.7401353312421108,0.5034369768630522,0.8235114977100157,0.6804405506714282,0.21540105020887987,0.9863175518626951,1.271087658797845,0.8156552497622581,1.9470775080501372,3.7331052303509487,1.8401984768725703,7.556380989988503,0.001921000936928336,0.0016521069967384736,0.0022159357397516445,3.5318461230027838,1.7233169887103055,7.240893276949001,0.20051957509200335,0.10549175342950069,0.29563092648407724,0.3692022132446052,0.009241832021224406,0.9453175050232479,0.4219876145612432,0.02317324298459074,0.8254934524764688,1.174097949904579,0.6044288728698292,1.4861658928160109,0.27745902525289057,0.007825990584942205,0.8614702215860764,0.20186427574785318,0.10679144937846553,0.2969400346616316,0.3218642757478532,0.22679144937846551,0.41694003466163165,0.3218642757478532,0.22679144937846551,0.41694003466163165,4.051904321886022,1.8793047656071695,9.070100677395667,3.290668866826688,1.3859520758442936,7.194730274292645,1.1169534334564237,0.36996383180207176,2.6388063370990826,0.5926820306243701,0.44009692305271253,0.7439527136229349,0.20548317036726357,0.09697720740679747,0.33688671588662084,0.20183479900836634,0.09341965282045768,0.3381762157775808,0.0014157600826331374,8.937461808462347e-4,0.0020406630153096527,4.905071643132426e-4,2.1613218894270977e-4,8.686013796129427e-4,4.8103894115193854e-4,2.079614677283225e-4,8.587764966059828e-4,1.4408127242670785e-4,4.060078875192045e-6,4.4887230406602e-4,1.572897604324834e-4,3.029291880672397e-5,3.1265470181927456e-4,4.101169771527248e-5,4.531588847705072e-7,1.792401983907186e-4,0.7401353312421108,0.5034369768630522,0.8235114977100157,0.1579794042562902,0.10649622380532517,0.17818098340152733,0.10188526450159899,0.0024193522928178065,0.38750340274072864,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Odisha,9.65940232736026e-4,6.66937632699897e-4,0.0013204765997308489,0.04480549498387544,0.0406947097074321,0.04883261544255836,0.8140876995248264,0.5316495122815387,0.8966963332962569,0.6069737622352075,0.12854209835496652,0.9836727632208903,1.298498089446354,0.8666654915448937,1.919513554077116,15.999378962804409,4.37634301392896,51.868472101983315,0.00652042244346704,0.006331001738089672,0.006701472799364569,7.629812089055071,3.032522323037053,18.732532393914724,0.201076559917913,0.1057176463518061,0.29531375642464935,0.3923589533362512,0.012686625424377563,0.9606428429764432,0.42775147934703633,0.02645427046822332,0.8254400490551539,1.0351262283166647,0.35968788491900217,1.4809964814554015,0.42960717426111833,0.015229560329111125,0.9626996325093596,0.20564085562833995,0.11025124098701432,0.2998296557468805,0.32564085562833994,0.23025124098701436,0.4198296557468805,0.32564085562833994,0.23025124098701436,0.4198296557468805,8.655708720599215,3.3286801519366547,21.715698764444383,13.17090350770201,3.2238803994881913,43.21588343331833,2.5077224981601574,0.39490131776956905,9.16870132890556,0.7670391098459655,0.6201410007764648,0.8901433773545916,0.08849870087396695,0.019105892992645496,0.20310309733398083,0.14446218928006763,0.05066949956715843,0.27659273016874925,7.413043914722197e-4,4.892830417480199e-4,0.0010560527851177246,8.530537843454986e-5,1.7714217082918597e-5,2.0377407844318876e-4,1.393304628292501e-4,4.675899564074198e-5,2.814166245950645e-4,7.574618807707841e-5,2.647944978288923e-6,1.6976883987074027e-4,5.238837007699671e-5,3.399048821301324e-6,1.3914978941913353e-4,2.9943511111600937e-5,2.9328770982256047e-7,1.35543881636468e-4,0.8140876995248264,0.5316495122815387,0.8966963332962569,0.09210746201482635,0.06019735644820655,0.10178030595524064,0.09380483846034725,0.0016850798225519369,0.4079293258601185,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Punjab,0.002237552765352952,0.001434554531282833,0.0031819255899992764,0.054419650778405416,0.05056277657529515,0.05819207560879676,0.6594395482937935,0.3440638368567426,0.7584189337631874,0.6752858959250467,0.1662462351518092,0.9894119301705522,0.9711054704515506,0.6035710827292841,1.5742648962532964,7.939695577999739,2.0905801545089493,26.374279395490735,0.0013217431751751732,0.0012260420596067062,0.0014191016152466825,7.535844402751752,2.113272842663497,23.482642294192328,0.1995442732143546,0.10493101986724833,0.29412580299573704,0.39078665812056573,0.01105779568884067,0.9559403480400296,0.42519082881825027,0.022745184730859364,0.8286080204930495,1.082608756607749,0.466766107344294,1.4874611669993136,0.3968236777607686,0.015103557137180673,0.9426618637211495,0.20046949343697723,0.1058507904460018,0.2950530580635718,0.3204694934369772,0.22585079044600181,0.4150530580635718,0.3204694934369772,0.22585079044600181,0.4150530580635718,9.279345330418554,2.4230861023214376,32.028885815714105,9.046453658751451,2.140087370408837,32.21764242769671,1.4813887290995613,0.1723507014421946,6.0754835015364055,0.751823418695792,0.5587636933986306,0.900893233804941,0.12543595661919163,0.026583662546852543,0.2839661042749242,0.12274062468501645,0.028161346198118307,0.2742816679193686,0.001681503389429746,0.0010013969786916482,0.002509768437718211,2.8186507540302124e-4,5.5923124140008006e-5,6.984194406191878e-4,2.7418430052017636e-4,6.0067275301206195e-5,6.584968842236267e-4,2.6460090605672523e-4,1.005549476246515e-5,6.284683120956863e-4,1.951246154255184e-4,1.87315493069763e-5,0.00047765196038622334,7.181184719619722e-5,5.922716677707809e-7,3.116024473546668e-4,0.6594395482937935,0.3440638368567426,0.7584189337631874,0.2076889275544575,0.10867155314924094,0.2389458160589637,0.13287152415174905,0.0025582158333203944,0.5470057800907758,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
Rajasthan,0.003626185321879078,0.002740666718339047,0.004626181636551552,0.05944664185334552,0.057228494887389354,0.06164524634303869,0.5597550074574442,0.2899823377694452,0.6949923859086239,0.600938363057049,0.17567382938464834,0.9791380914527097,1.2580835747534544,0.8130288527579287,1.9406914510825322,3.656080551903443,1.8348644943979904,7.035666289287598,0.0017102059577056984,0.0016095345822890448,0.0018084538831154363,1.3940341414675468,0.8657148641667809,2.2603984323434463,0.19728082106272418,0.10418291208614125,0.29506836518719665,0.470020525672214,0.025803029994022803,0.9731623189013313,0.42981121182848603,0.020695610310417455,0.8340136558776604,0.8341800158277171,0.2605036859735533,1.4644801222262571,0.5951718301403481,0.05969914802073761,0.9839354410383828,0.19847796523311817,0.10536258528105989,0.2962766190019102,0.31847796523311817,0.2253625852810599,0.4162766190019102,0.31847796523311817,0.2253625852810599,0.4162766190019102,1.8110060718406804,1.0136865550834857,3.569758920914169,3.262818793525068,1.468457512794455,6.562166086137099,2.3010915573688933,1.0137790506773756,4.680418467122388,0.48764100163831947,0.3578606300081252,0.6116241374069676,0.16715047561393326,0.08515946172991946,0.27035812379633706,0.34520852274774727,0.23241253845691084,0.4665592117471284,0.0017686692008053824,0.0011769568845901438,0.002481431269458151,6.062582477186293e-4,2.8845140623186077e-4,0.0010456787079831356,0.0012512578733550616,7.80519425581904e-4,0.0018543506148196456,6.241239654682175e-4,6.25475916109725e-5,0.0010310119255512176,3.18389818605961e-4,1.0477056229920852e-5,0.0010592895059575822,2.509682111622169e-4,3.3030590553654833e-6,8.135710517772576e-4,0.5597550074574442,0.2899823377694452,0.6949923859086239,0.24064617341135325,0.1247321245944623,0.2987315306388267,0.1995988191312025,0.006384155751944023,0.5852753337120525,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.99,0.99,0.99,0.5,0.5,0.5
