,count,mean,std,min,25%,50%,75%,max
Inc,1994.0,0.0019422176712609234,0.0003056282841439454,0.0013853261424356083,0.001747006510626884,0.0018838451529571243,0.002058626605626984,0.004016252397192395
PrevA,1994.0,0.0006478707269752246,1.1929954447067398e-17,0.0006478707269752244,0.0006478707269752245,0.0006478707269752245,0.0006478707269752245,0.0006478707269752246
PrevS,1994.0,6.478707269752244e-05,2.0063880673543778e-18,6.478707269752243e-05,6.478707269752246e-05,6.478707269752246e-05,6.478707269752246e-05,6.478707269752247e-05
PrevC,1994.0,9.718060904628369e-05,2.5073248890677667e-18,9.718060904628349e-05,9.718060904628365e-05,9.718060904628368e-05,9.71806090462837e-05,9.718060904628384e-05
MorUt,1994.0,7.205510523862439e-05,3.260165220536467e-05,1.770849555144405e-05,4.521716698761664e-05,6.867171866151896e-05,9.493210642395148e-05,0.0001603396815306153
DelayPat,1994.0,0.03689481580471802,0.005212204266176255,0.016996207545586058,0.03389284901589614,0.03725916014884775,0.04040996019467487,0.04888619288679625
DelaySys,1994.0,0.05577503666567747,0.007970308608875641,0.025580355350796877,0.05115059180653754,0.05630399124173715,0.06116497598190028,0.07374845114560091
DelayTot,1994.0,0.09266985247039548,0.013181839948453258,0.04257656289638294,0.0850565615103008,0.09352339899755191,0.10158628020558996,0.12263464403239716
DropDieA,1994.0,0.024475487312349508,0.01572969874510727,3.239545274899216e-05,0.011274166603165901,0.023815639464140295,0.03551162942647827,0.06985889236478018
DropDieS,1994.0,0.0049914264377348885,0.0011339044017219422,0.001981529424271495,0.004127398280463328,0.004930722539769513,0.005829512493668464,0.00839395447187941
DropDieC,1994.0,0.007446658004715927,0.001692251717467092,0.0029623412539205997,0.006152089961718488,0.007354153269375836,0.00870074585188234,0.012537170570133524
DropDieT,1994.0,0.051244340667966376,0.005745238409337068,0.027439434428104505,0.04808168117745588,0.0521913751072311,0.05530743950840491,0.06483874624614178
DropSelfCureA,1994.0,0.06667403774929258,0.019959321592159105,0.02299898300425703,0.050425935643186565,0.06560163540018504,0.08184174395174693,0.12005603993612671
DropSelfCureS,1994.0,0.00665604954994084,0.001991923185298961,0.0022978550212112902,0.005034246736196289,0.006549081760508894,0.008170256685446643,0.011980300862828476
DropSelfCureC,1994.0,0.009930078299633056,0.002972074653068485,0.0034326475634835437,0.007505485815510779,0.009765150927163527,0.01220333019695475,0.017859695650330444
DropLTFU,1994.0,0.12515032283047497,0.05710409634840315,0.08065748491016515,0.09753875775188366,0.10513340190132109,0.1215174414218526,0.5412688709795961
p_a2die,1994.0,0.024475487312349508,0.01572969874510727,3.239545274899216e-05,0.011274166603165901,0.023815639464140295,0.03551162942647827,0.06985889236478018
p_a2sc,1994.0,0.06667403774929258,0.019959321592159105,0.02299898300425703,0.050425935643186565,0.06560163540018504,0.08184174395174693,0.12005603993612671
p_a2s,1994.0,0.9088504749383579,0.02533772838696664,0.8257677856117749,0.8921131196462722,0.9097680762740852,0.926952023108108,0.9753851262782977
p_s2die,1994.0,0.0055058875350280055,0.001298329813538418,0.0021047005641945805,0.00453959113429513,0.005432637230340319,0.006463121435796983,0.009197607329698895
p_s2sc,1994.0,0.0073774511594723565,0.0023679487813702727,0.0023964400896983,0.005450609038493886,0.007225121369312224,0.009152668222588877,0.013927885593063958
p_s2e,1994.0,0.48975412522171347,0.12434743730042438,0.07836651684208754,0.4038899406963542,0.4980157332704749,0.5818667255473974,0.8001912945569929
p_s2tu,1994.0,0.34909814945672396,0.08032174371611135,0.16089241708655605,0.2901121502753591,0.3457934219959203,0.40618348747784,0.5734602186981002
p_s2ti,1994.0,0.14826438662706223,0.07582967479798454,0.02428308793794162,0.09524046799784694,0.1319154310862513,0.18254462278317368,0.44984483996438046
p_c2die,1994.0,0.01781992244352752,0.006301889611770886,0.007131131562707285,0.013584805311736881,0.016721204465478312,0.020879263173926445,0.08220105860110298
p_c2sc,1994.0,0.02389044996510863,0.009911403831257042,0.007294531213207662,0.016604419479444882,0.022512685449991094,0.029176204970019208,0.13029881446496605
p_c2tu,1994.0,0.6829694753054122,0.09171491868884575,0.29764770669355156,0.6331213217084277,0.696234710851951,0.7472692723378553,0.866919353531854
p_c2ti,1994.0,0.27532015228595175,0.09085976404495674,0.09905788070931441,0.2118931741606868,0.2614961131688819,0.3258636110685126,0.6732801755928227
p_tu2txs,1994.0,0.8476915012298553,3.986700457907911e-14,0.8476915012298553,0.8476915012298553,0.8476915012298553,0.8476915012298553,0.8476915012298553
p_tu2txl,1994.0,0.0963373163617791,2.526390958702088e-15,0.09633731636177911,0.09633731636177911,0.09633731636177911,0.09633731636177911,0.09633731636177911
p_tu2txd,1994.0,0.055971182408365634,1.679633549466773e-15,0.05597118240836565,0.05597118240836565,0.05597118240836565,0.05597118240836565,0.05597118240836565
p_ti2txs,1994.0,0.7008639165629957,0.10493234995599639,0.15445359607392573,0.6931313118556945,0.7421899176642442,0.7607701447870441,0.7769145999834872
p_ti2txl,1994.0,0.2293992061750992,0.11967053245228937,0.14069547447708988,0.16015157918284456,0.1811395852947254,0.23876435100665327,0.8248843009247535
p_ti2txd,1994.0,0.06973687726190507,0.022556225064713532,0.011687163490907123,0.05273600888533442,0.07206394681044093,0.08684732277053447,0.11179599233876789
CasOnset,1994.0,0.9088504749383579,0.02533772838696664,0.8257677856117749,0.8921131196462722,0.9097680762740852,0.926952023108108,0.9753851262782977
CasCSI,1994.0,0.8972029989506822,0.027247364363520023,0.8078664708659047,0.8785865145214126,0.8982106804386769,0.916622664684593,0.9696013200404017
CasTxI,1994.0,0.8798262626463331,0.030220660597591147,0.781173235934319,0.858591647276562,0.88055020440057,0.9017679134870508,0.9609636485674456
CasTxS,1994.0,0.7034315991478918,0.04768837215386068,0.35963919361022206,0.6913173542431721,0.7127989192465967,0.7309017721750725,0.77505742281022
CDR,1994.0,0.8798262626463331,0.030220660597591147,0.781173235934319,0.858591647276562,0.88055020440057,0.9017679134870508,0.9609636485674456
